Sentence,Label
ਕਰਨ 22 ਇਕ ਰਣਧੀਰ ਮਾਨ ਆ ਕਾਸਟਾ ਵਾਰੇ ਬਹੁਤ ਗਲਤ ਬੋਲਦਾ ਉਹਤੇ ਬਣਾਓ ਵਿਡੀਓ ਬਣਾ ਮੇਰਾ ਭਰਾ❤,Neutral
"ਸੱਚੀ ਇਹ ਗੱਲ ਬਿਲਕੁਲ ਝੂਠ ਨਹੀਂ ਕਿ ਕਰਨ ਤੇਰੇ  thoughts, IQ, humour, ਸੁਣ ਕਿ ਇਹੀ ਲਗਦਾ ਬਈ ਅਪਣੇ ਆਪ ਨੂੰ ਹੀ ਸੁਣ ਰਹੇ ਹਾਂ, ਬਹੁਤ ਬਹੁਤ improve ਕੀਤਾ ਖ਼ੁਦ ਨੂੰ keep it up bro we are with you 🎉",Appreciation
ਜੇ ਏਹ ਨਹਿਂਗ ਇਸ ਪੱਖਾਂਡੀ ਨੂੰ ਮੰਨ ਦਾ ਤਾ ਏਹ ਗੁਰੂ ਦਾ ਸਿੰਘ ਨੀ ਹੈਗਾ ਏਹ ਤਾ ਬਸ ਆਪਣੇ ਮਤਲਬ ਲਈ ਬਾਣਾ ਪਾਈ ਫਿਰਦਾ ਕਰਨ ਬਾਈ ਐਵੇ ਦੇ ਮਸੰਦ ਹਰ ਕੌਮ ਚ ਹੁੰਦੇ ਨੇ ਇਹਨਾਂ ਦੋ ਚਾਰ ਟੱਟੂਆਂ ਪਿੱਛੇ ਆਪਾਂ ਦੂਜਿਆਂ ਨੂੰ ਤਾ ਨਾ ਮਾੜਾ ਸਮਝੋ ਬਾਕੀ ਬਾਈ ਤੂੰ ਖੁੱਦ ਸਮਝਦਾਰ ਆ ਇਹਨੂੰ ਇਹਦੇ ਕਰਮਾਂ ਦਾ ਫਲ ਬਾਈ ਮਿਲ ਹੀ ਜਾਨਾ ਜਿਵੇ ਹੁਣ ਇਹਨਾਂ ਦੇ ਬਾਬੇ ਬਾਕਰਪੁਰ ਆਲੇ ਨੂੰ ਮਿਲ ਰਿਹਾ 😂,Disappointment
ਬਿਲਕੁਲ ਵੀਰ ਸਮਾਂ ਤੇ ਕਿਸਮਤ ਬਹੁਤ matter ਕਰਦੀ ਆ,Neutral
"ਸਾਲੀ ਸਲਫਾਸ ਹੀ ਬਦਨਾਮ ਕਰਤੀ, ਯਕੀਨ ਨਹੀਂ ਰਿਹਾ",Disappointment
ਮੈਂ ਹਜੇ ਸੁਖ ਰਤੀਆ ਦੀ ਐਕਸ ਆ ਜਿਹੜੀ ਉਹਦੀ ਰਾਤੀ ਵੀਡੀਓ ਦੇਖੀ ਸੀ ਤੁਸੀਂ ਨਾਲ ਹੀ ਚੱਕ ਵੀ ਦਿੱਤਾ ਕੰਮ ਰੋਸਟ ਵਾਲਾ 😂😂😂,Appreciation
ਵੀਡੀਓ ਦਾ ਤਾਂ ਬਹਾਨਾ ਹੀ ਹੁੰਦਾ... ਕਰਨਾ ਤਾਂ ਇਹਨਾਂ ਸਾਰੀਆ ਨੇ ਜੁਆ ਸੱਟਾ ਹੀ ਪਰਮੋਟ ਆ 😂😂,Disappointment
ਘਰਆਲਾ ਫੁੱਦੂ ਹੀ ਨਹੀ ਘੂਸਾ ਵੀ ਆ। ਉਹ ਵੀ ਸਿਰੇ ਦਾ।,Hate
ਸੋਹਣੀ ਵੀਡੀਓ ਫੁੱਲ ਹਾਸਾ ਪੰਜਾਬ ਪੰਜਾਬੀ ਪੰਜਾਬੀਅਤ ਜ਼ਿੰਦਾਬਾਦ ❤,Support
ਕੋਣ ਆ ਗਿਆ ਕਰਨ ਆ ਗਿਆ ❤,Support
ਉਸ ਕਲਜੁਗੀ ਬਾਪ ਨੂੰ ਰੱਬ ਐਸੀ ਨਸੀਹਤ ਪਾਵੇ ਕੇ ਦੁਬਾਰਾ ਗਲਤੀ ਕਰਨ ਦੇ ਯੋਗ ਨਾ ਰਹੇ 🙏,Disappointment
ਵਾਹਿਗੁਰੂ ਜੀ ਬੱਚੀ ਨੂੰ ਤੁੰਦਰੁਸਤੀ ਬਖਸੋ,Blessing
ਧੰਨ ਧੰਨ ਸ਼੍ਰੀ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਬੱਚੇ ਨੂੰ ਤੰਦਰੁਸਤੀ ਬਖ਼ਸੀ ਜ਼ਾਲਮ ਦਾ ਮਹਾਂ ਨਾਸ ਕਰੀ,Blessing
ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰੋ ਇਸ ਬੱਚੀ ਨੂੰ ਤੁੰਦਰਸਤ ਰੱਖੇ ਵਹਿਗੁਰੂ ਜੀ,Blessing
ਭੈਣੇ ਇਦੂ ਤਾਂ ਆਪਦੇ ਬਚਨਾਂ ਨੂੰ ਆਪ ਪਾਲ ਲੈਂਦੀ,Disappointment
ਉਸ ਬੰਦੇ ਨੂੰ ਸਜਾ ਜਰੂਰ ਮਿਲਣੀ ਚਾਹੀਦੀ ਹ,Disappointment
"ਜਿਹੜੇ ਬੱਚੇ ਦਾ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਇਲਾਜ ਕਰੋ ਤ




ਬਾਈ ਬੱਚੀ ਤੇ ਤਰਸ ਬਹੁਤ ਆ ਰਿਹਾ",Sadness
ਫਾਦਰ ਨੀ ਵੀਰੇ ਫਾਦਰ ਦੇ ਨਾਂ ਤੇ ਕਲੰਕ ਏ,Disappointment
ਵਾਹਿਗੁਰੂ ਜੀ ਬੱਚੀ ਨੂੰ ਸਿਹਤਯਾਬੀ ਤੰਦਰੁਸਤੀ ਬਖਸ਼ਣਾ ਜੀ 🙏🙏,Blessing
ਗੰਦੀ ਜਨਾਨੀ ਨਾਲ ਇਸ ਤਰਾਂ ਹੀ ਹੋਣਾਂ ਚਾਹੀਦਾ ਹੈ,Hate
ਇਸ਼ਕ ਦੀ ਅੰਨ੍ਹੀ ਔਰਤ,Hate
ਪਿਤਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਬਚੀ ਨੂੰ ਜਲਦੀ ਠੀਕ ਕਰਦੋ 🙏🙏🙏🙏🙏🙏,Blessing
"ਬਾਦ, ਵਿਚ, ਸਾਰਿਆ, ਗਲਤੀ, ਮੰਨਦੀ, ਏ, ਨੈ, ਇਸਨੂੰ, ੰ, ਨਾਲ, ਜੇਲ, ਭਜਾਈ, ਆਪਦਾ, ਸਵਾਦ, ਲੀ, ਬੱਚੇ, ਨੂੰ, ਗਾਲ, ਤਾ",Disappointment
ਵੀਰ ਜੀ ਗੱਲ ਕਰਨ ਤੋਂ ਪਹਿਲਾਂ ਸੋਚਣਾ ਚਾਹੀਦਾ ਵੀਰ ਜੀ ਉਸ ਦੀ ਮਜਬੂਰੀ ਹੋਵੇਗੀ ਬੱਚਿਆਂ ਦੀ ਖਾਤਰ ਵਿਆਹ ਕੀਤਾ ਹੋਣਾ ਉਸ ਦੀ ਜਗ੍ਹਾ ਤੁਸੀ ਹੁੰਦੇ ਤੇ ਕੀ ਕਰਦੇ,Disappointment
ਭੈਣ ਨਾਲ ਬਰਾਬਰੀ ਕਰਦੀ,Disappointment
ਵਾਹਿਗੁਰੂ ਇਸ ਬੱਚੀ ਨੂੰ  ਜਲਦੀ ਠੀਕ ਕਰੇ। ਸਹੀ ਪਰਮਾਤਮਾ ਅੱਗੇ ਸਾਡੀ ਅਰਦਾਸ ਹੈ,Blessing
ਧੰਨ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਧੰਨ ਗੁਰੂ ਰਾਮਦਾਸ ਜੀ ਕਿਰਪਾ ਕਰ ਇਸ ਭੈਣ ਤੇ ਇਸ ਬੱਚੇ ਨੂੰ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਠੀਕ ਕਰਦੇ ਵਾਹਿਗੁਰੂ ਜੀ ਕਿਰਪਾ ਕਰ,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰਨ ਇਸ ਬੱਚੀ ਤੇ ਅਨਮੋਲ ਦੀ ਸਾਰੀ ਟੀਮ ਤੇ ਬਾਬਾ ਜੀ ਮੇਹਰ ਕਰਨ,Blessing
ਪ੍ਰਮਾਤਮਾ ਬੇਟੇ ਤੁਹਾਡੀ ਸਾਰੀ ਟੀਮ ਨੂੰ ਹਮੇਸ਼ਾ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿਚ ਰੱਖੇ,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ ਬੱਚੀ ਤੇ ਮੇਹਰ ਕਰੋ🙏🙏🙏,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ,Blessing
Xbahut ਵਧੀਆ g,Blessing
ਲੇਡੀ ਕਰਾਫਟ ਹੈ ਜੀ ਕਾਮ ਚੜਿਆ ਸੀ ਦਿਮਾਗ਼ ਨੂੰ ਕੋਈ ਦਿਮਾਗ਼ ਵਾਸ਼ ਨਹੀਂ ਕਰਦਾ,Blessing
ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਭਰਿਆ ਹੱਥ ਰਖਣਾ ਜੀ,Blessing
ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਜੀ,Blessing
ਉਸ ਦੇ ਪਹਿਲੇ ਪਿਤਾ ਬਹੁਤ ਦੁੱਖੀ ਹੋ ਗੲੇ,Sadness
ਪਿਉ ਦਿਆ ਹੱਡੀਆਂ ਦਾ ਚੂਰਾ ਕਿੱਤਾ ਜਾਵੇ ਨਾਲੇ ਇਰਾਦਾ ਕਤਲ ਕੇਸ ਦਾ ਪਰਚਾ ਦਰਜ ਕੀਤਾ ਜਾਵੇ,Neutral
ਵਾਹਿਗੁਰੂ ਜੀ 🙏🙏🙏,Blessing
ਜਿਓਦੇ ਵਸਦੇ ਰਹਿਣ ਮੇਰੇ ਸੋਹਣੇ ਵੀਰ 🙏🙏🙏🙏,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰਨ ਵੀਰ ਜੀ,Blessing
ਵੀਹਗੂਰ ਮੇਹਰ ਕਰੇ,Blessing
"ਭੈਣ ਮੇਰੀਏ ਇਕ ਵਾਰ ਤਾ ਸੋਚਿਆ ਕਰੋ ,  ਤੁਸੀਂ ਆਪਣਾ ਚੰਗਾ ਭਲਾ ਘਰ ਖਰਾਬ ਕਰ ਲਿਆ , ਧੱਕਾ ਤਾਂ ਭੈਣੇ ਤੇ ਕਰਿਆ ੳਸ ਨਾਲ , ਕੰਜਰੋ ਬੱਚੀ ਦਾ ਕਿ ਕਸੂਰ ਆ",Disappointment
ਵਾਹਿਗੁਰੂ ਜੀ ਮਸੂਮ  ਬੱਚੀ  ਤੇ ਮੇਹਰ ਭਰਿਆ ਹਥ  ਰੱਖਣਾ 🙏🙏🙏 ਪਿਉ ਦੀਆਂ   ਵੀ  ਹੱਡੀਆਂ ਦਾ  ਚੂਰਾ ਕਰੋ ਪਰਚਾ ਦਰਜ ਕੀਤਾ ਜਾਵੇ,Blessing
ਆਵਾਂ ਊਤਿਆ ਪਿਆ  ਬੱਚੀ ਦਾ ਕੀ ਕਸੂਰ ਸੀ,Sadness
ਮੇਰੇ ਦਿਲ ਨੂੰ ਕੁਛ ਹੋਣ ਲੱਗ ਪਿਆ ਏਹ ਵੀਡੀਉ ਦੇਖ ਕੇ ਰੱਬ ਏਸ ਬੱਚੇ ਨੂੰ ਜਲਦੀ ਠੀਕ ਕਰਦੋ 🤲,Sadness
ਧੰਨਵਾਦ ਸਹਇਤਾ ਕਰਦੇ ਹਾਂ ਬਿਮਾਰਾਂ ਦੀ,Appreciation
ਵਾਹਿਗੁਰੂ ਜੀ ਬਚੀ ਨੂੰ ਜਲਦੀ ਠੀਕ ਕਰਨ ਦੀ ਕੋਸਿਸ ਜਰੂਰ ਕਰੋ ਜੀ 😡😡😩😩😦😦😭😭😭😭😭😭😭😭😓😓😭😭😭😢😢😢💔💔💔,Sadness
ਮੈਨੂ ਬਹੁਤ ਦੁੱਖ ਲੱਗਾ ਰੋਨਾ ਅਾ ਗਿਆ,Sadness
"ਹੁਣ ਰੋਣ ਦਾ ਕੀ ਫਾਇਦਾ  ਪਹਿਲਾ ਤਾਂ ਦੇਖਦੀਆ  ਨੀ ਇਹੋ ਜਿਹੀਆ ਜਨਾਨੀਆਂ,,ਇਹਦੇ ਤੇ ਪਰਚਾ ਹੋਣਾ ਚਾਹੀਦਾ ਪਹਿਲਾ ਤਾ",Disappointment
ਸਾਰਾ ਮਾਂ ਤੇ ਬੱਚਿ ਦੀ ਨਾਨੀ ਦਾ ਕਸੂਰ ਹੈ ਤੇ ਉਸ ਦੂਜੇ ਬਾਪ ਨੂੰ ਫਾਂਸੀ ਹੋਣੀਂ ਚਾਹੀਦੀ ਹੈ।ਪਰ ਕਸੂਰ ਮਾਂ ਦਾ ਹੈ,Disappointment
ਵਾਹਿਗੁਰੂ ਜੀ ਵਾਹਿਗੁਰੂ ਜੀ ਵਾਹਿਗੁਰੂ ਜੀ ਵਾਹਿਗੁਰੂ ਜੀ ਵਾਹਿਗੁਰੂ ਜੀ,Blessing
"ਇਸ ਕੁੜੀ ਨੂੰ ਨਹੀਂ ਪਤਾ,ਅੱਜ ਕੱਲ੍ਹ ਆਪਣੇ ਸਕੇ ਭੈਣ ਭਰਾ ਦਾ ਵੀ ਇਤਬਾਰ ਨਹੀਂ ਮੰਨਦੇ, ਤੇ ਇਹ ਲੜਕੀ ਉਸ ਲੜਕੇ ਨਾਲ ਇਸ ਤਰ੍ਹਾਂ ਤੁਰ ਪਏ ਐ,ਕੋਈ ਵੀ ਘਟਨਾ ਵਾਪਰ ਸਕਦੀ ਐ।",Sadness
ਬਹੁਤ ਧੰਨਵਾਦ ਬੇਟਾ ਕਵਾਤਰਾ ਜੀ,Appreciation
ਬੱਚੀ ਨੂੰ ਪੁੱਛੋ ਤੈਨੂੰ ਮਾਂ ਪਿੁ ਤੇ ਤਰਸ ਮਹੀਨ ਆਇਆ ਇਸੇ ਲਈ ਲੋਕ ਕੁੜੀਆਂ ਤੋਂ ਡਰਦੇ ਨੇ,Sadness
ਕਿਸੇ ‌ਕੁੜੀ ਨੂੰ ‌ ਵਾਇਰਲ ਕਰਨਾ ਜ਼ਰੂਰੀ ਹੈ।,Neutral
ਆਟੋ॥ਵਾਲਾ।ਵੀਰ।ਭੈਣ।ਜੀ।ਸੱਚਮੈ।ਰਁਬ।ਦਾ।ਦੂਜਾ।ਨਾ।ਧੰਨ।ਪਿਤਾ।ਗੁਰੂ।ਦਸਮੇਸ।ਜੀ,Appreciation
ਇਹਦੀ ਕਟਾਈ ਕਰੋ ਫਿਰ ਘਰ ਵਾਲਿਆ ਨੂੰ ਬਲਾਕੇ ਭੇਜ ਦਿਊ,Hate
"ਲ
ਆਟੋ   ਵਾਲੇ  ਨੇ  ਪੁਨ  ਖਟ  ਲਿਆ  ਆਂਟੀ  ਔਰ  ਅੰਕਲ  ਨੇ ਵੀ  ਬਹੁਤ  ਵਡਾ  ਪੁੰਨ  ਖਟ  ਲਿਆ  ਜੋ ਕੋਈ  ਵਿਰਲਾ  ਹੀ  ਕਰਦਾ   ਆਪਣੇ ਸਾਰੇ  ਕੰਮ  ਛਡ ਕੇ  ਇਸ ਕੁੜੀ  ਦੀ ਇਜਤ  ਭਚਾਉਣ  ਵਾਸਤੇ  ਦਿਹਾੜੀ  ਭੰਨੀ
❤❤❤❤❤❤",Appreciation
"ਅਨਮੋਲ  ਪੁਤਰ  ਤੇਰੇ  ਵਰਗੇ  ਪੁਤ  ਘਰ  ਘਰ  ਜੰਮਣ  ਧੰਨ  ਧੰਨ ਹੈ ਤੇਰੀ  ਮਾਂ ਜਿਸਨੇ  ਇਕ  ਭਗਤ ਪੁਤ ਨੂੰ  ਜਨਮ  ਦਿਤਾ
🎉🎉🎉❤❤❤❤❤",Appreciation
ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ ਆਟੌ ਵਾਲ ਵੀਰ ਦਾ ਤੇ ਅਨਮੋਲ ਵੀਰ ਸਭ ਅਨਮੋਲ ਵੀਰ ਵਰਗੇ ਬਣਨ ਵਹਿਗੁਰੂ ਮੇਹਰ ਕਰੇ❤,Appreciation
ਮਾਂ ਬਾਪ ਦੇ ਸਗੇ ਨਹੀ ਅਜ ਦੇ ਬਚੇ,Sadness
ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ ਵੀਰ ਜੀ ਦਾ ਆਂਟੀ ਅੰਕਲ ਜੀ ਦਾ ਧੰਨਵਾਦ ਕੀਤਾ ਜਾਂਦਾ ਹੈ ❤,Appreciation
ਸਹੀ ਗਲ ਪੁਤ ਜੋ ਮਾਂ ਪਿਓ ਕੋਈ ਬਣ ਨਹੀਂ ਸਕਦਾ ਪਤੀ ਵੀ ਕੲਈ  ਬਾਹਰ ਝਾਕਦੇ ਪਰ ਪਤੀ ਦਾ ਸਾਹਨੀ ਕੋਈ ਹੋ ਨਹੀਂ ਸਕਦਾ ਇਜਤ ਦਾ ਰਾਖਾ ਕੋਈ ਹੋ ਨਹੀਂ ਸਕਦਾ,Sadness
ਜਦੋਂ ਬੱਚੇ ਭਟਕ ਜਾਂਦੇ ਤਾਂ ਡਰਦੇ ਝੂਠ ਵੀ ਬੋਲਦੇ ਆ,Sadness
ਏ ਕੰਮ ਚੰਗਾ ਨੀ ਲਗੇਆ ਵੀਡਿਉ ਬਣੋਨਾ,Disappointment
ਵੀਰੇ ਤੁਸੀਂ ਵੀਡਿਓ ਨੀ ਬਨੋਨੀ ਸੀ ਜੇ ਆਪਣੀ ਧੀ ਹੁੰਦੀ ਜਾ ਭੈਣ ਹੁੰਦੀ ਕੇ ਫੇਰ ਵੀ ਆਪਾ ਵੀਡਿਓ ਬਨੋਦੇ ਗ਼ਲਤੀ ਕੋਈ ਬੱਚੇ ਤੋਂ ਵੀ ਹੋ ਸਕਦੀ ਆ,Disappointment
ਛੋਟੀ ਬੱਚੀ ਆ ਬੇਚਾਰੀ ਡਰੀ ਹੋਈ ਆ ਅਕੇਲੀ,Sadness
ਸਲੂਟ ਹੈ ਅਨਮੋਲ ਵੀਰੇਤੇਰੀ ਸੋਚ ਨੂੰ,Appreciation
ਕੁੜੀ ਬਹੁਤ 420 ਹੈ ਪਾਣੀ ਦੀ ਘੁੱਟ ਭਰਦੀ ਵੀ ਮੂੰਹ ਤੇ ਮਾਸਕ ਚਾੜ ਲੈਂਦੀ ਹੈ ।ਬਾਕੀ ਭੁੱਖੇ ਨੰਗੇ ਭੂੰਢ ਆਸ਼ਕ ਪੈਸਾ ਬਟੋਰਨ ਕਰਕੇ ਫੇਸਬੁੱਕ ਤੇ ਕੁੜੀਆਂ ਨੂੰ ਬਲੈਕਮੇਲ ਕਰਕੇ ਫਸਾ ਲੈਦੇ ਹਨ ਤੇ ਰਾਤੋਰਾਤ ਅਮੀਰ ਬਣਨਾਂ ਚਾਹੁੰਦੇ ਹਨ ਤੇ ਕੁੜੀਆਂ ਨੂੰ ਵੀ ਸਮਝਣਾਂ ਚਾਹੀਦਾ ਹੈ ਮੇਰੀ ਖੁਦ ਦੀ ਬੇਟੀ ਨਹੀਂ ਪਰ ਮੈਨੂੰ ਦਰਦ ਤੇ ਦੂਸਰੇ ਦੀ ਬੇਟੀ ਦਾ ਆਪਣੀ ਨਾਲੋ ਵੀ ਜਿਆਦਾ ਹੈ।,Disappointment
ਬਿਲਕੁਲ ਸੱਚੀ। ਗੱਲ ਹੈ ਅਨਮੋਲ ਵੀਰ ਜੀ। ਵਾਹਿਗੁਰੂ ਜੀ ਕਿਰਪਾ ਇਸ ਵੀਰ ਤੇ ਭੈਣ ਤੇ,Blessing
ਇਹ video ਤੂੰ ਬਹੁਤ ਕੁਸ਼ ਸਿੱਖਣ ਨੂੰ ਮਿਲਿਆ ❤❤❤ ਵਾਹਿਗੁਰੂ ਸਰਬੱਤ ਦਾ ਭਲਾ ਕਰੀ,Blessing
ਸ਼ੁਕਰੀਆ ਅਨਮੋਲ ਪੁੱਤਰ ਮੈ ਅੱਜ ਪਹਿਲੀ ਵਾਰ ਵੀਡਿਉ ਦੇਖੀ good job,Appreciation
ਬਹੁਤ ਵਧੀਆ ਵੀਰ ਜੀ ਮੈਂ ਤੇ ਫ਼ੈਨ ਆ ਆਪ ਜੀ ਦੀ❤ ਤੋਂ ਸਲੂਟ ਏਂ ਵੀਰ ਜੀ,Appreciation
ਏਹ ਕੰਮ ਹੁੰਦਾ ਬੱਚਿਆਂ ਨੂੰ ਸਮਾ ਨਾ ਦੇਣ ਦਾ,Sadness
ਅਜ ਕਲ ਬਹੁਤ ਹਲਾਤ ਖਰਾਬ ਨੇ ਅਨਮੋਲ ਵੀਰ ਜੀ I appreciate auto driver,Disappointment
ਬੋਹਤ ਵਾਦੀਆਂ ਕੰਮ ਕਰ ਰਹੇ ਊ ਵੱਡੇ ਵੀਰੇ ਵਾਹਿਗੁਰੂ ਜੀ 🙏🏼🙏🏼ਤੁਹਾਨੂੰ ਖ਼ੂਬ ਹਿੰਮਤ ਬਕਸ਼ੇ ਐੱਦਾ ਹੀ ਬੇ ਸਹਾਰਾ ਰੱਬ ਰੋਪੀ ਲੋਕਾਂ ਦੀ ਮੱਦਦ ਕਰਨ ਦੀ ਹਿੰਮਤ ਬਖਸ਼ਣ 🙏🏼🙏🏼,Blessing
ਮੇਰੀ  ਭੈਣ ਨੂੰ  ਦਿਲੋਂ  ਸਲੂਟ  ਹੈ ਜੀ  ਜਿਸ ਭੈਣ  ਬੱਚੀ  ਦੀ  ਸੰਭਾਲ  ਕਰ ਕੇ  ਅਨਮੋਲ  ਨਾਲ ਮਿਲਾਇਆ  ਜੀ ਭੈਣ  ਦਾ  ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ ਜੀ,Appreciation
ਅਨਮੋਲ  ਪੁੱਤ  ਜੁਗ ਜੁਗ ਜੀਓ  ਪੁੱਤ  ਤ ਰਿਕਸ਼ੇ ਵਾਲਾ ਮੇਰਾ ਸਤਿਕਾਰ ਯੋਗ  ਵੀਰ ਜੀ ਤੁਹਾਡਾ  ਦੋਵਾਂ  ਦਾ  ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ ਜੀ  ਵਾਹਿਗੁਰੂ ਜੀ ਤੁਹਾਨੂੰ ਸਦਾ  ਚੜ੍ਹਦੀ ਕਲਾ ਬਖਸ਼ਣ ਜੀ ਤੇ ਤੰਦਰੁਸਤੀ ਬਖਸ਼ਣ ਜੀ  ਰੱਬ ਤੁਹਾਡੀ  ਉਮਰ  ਲੰਬੀ ਕਰੇ ਜੀ,Appreciation
ਮਾਂ ਬਾਪ ਦੀ ਮਰਜ਼ੀ ਤੋਂ ਬਿਨਾਂ ਕਿਸੇ ਨੂੰ ਪਸੰਦ ਕਰਨਾ ਨਰਕ ਭੋਗਣ ਦੇ ਬਰਾਬਰ ਹੈ ਬੱਚਾ ਕਦੇ ਵੀ ਮਾਤਾ ਪਿਤਾ ਤੋਂ ਸਿਆਣਾ ਨਹੀਂ ਹੋ ਸਕਦਾ ਉਹਨਾਂ ਨੇ ਜਨਮ ਦਿਤਾ ਸਾਦੀ ਤੁਹਾਡੀ ਗੰਦਗੀ ਨੇੜੇ ਮਾਤਾ-ਪਿਤਾ ਸੌਂਦੇ ਰਹੇ ਜਦੋਂ ਬੱਚੇ ਦਾ ਬਚਪਨ ਹੁੰਦਾ ਹੈ ਓਸ ਨੂੰ ਦੁਨੀਆਂ ਉੱਪਰ ਬਚਾਉਣ ਵਾਲਾ ਕੋਈ ਨਹੀਂ ਹੁੰਦਾ ਮਾਂ ਬਾਪ ਅਤੇ ਰੱਬ ਤੋਂ ਬਿਨਾਂ,Appreciation
ਹਰ ਧਰਮ ਦੀ ਧੀ ਭੈਣ ਮਾਂ ਦਾ ਸਤਿਕਾਰ ਕਦਰ ਇਜਤ ਕਰੋ ਪੜ੍ਹ ਲਿਖ ਕੇ ਚੰਗੇ ਕੰਮ ਕਰਕੇ ਆਪਣੇ ਮਾਂ ਪਿਓ ਦਾ ਨਾ ਰੋਸ਼ਨ ਕਰੋ ਮੀਟ ਸ਼ਰਾਬ ਆਂਡੇ ਜਰਦਾ ਬੀੜੀ ਤੰਮਾਖੂ ਚਰਸ ਅਫੀਮ ਚਿੱਟਾ ਹੋਰ ਸਾਰੇ ਨਸ਼ੇ ਗੰਦੇ ਗੀਤ ਫਿਲਮਾਂ ਨਾਟਕ ਨਾਚ ਗਾਣੇ ਨਿੰਦਿਆ ਚੁਗਲੀ ਈਰਖਾ ਹੰਕਾਰ ਰਿਸ਼ਵਤ ਚੋਰੀ ਯਾਰੀ ਮੋਬਾਇਲ ਦੀ ਦੁਰਵਰਤੋਂ ਸਦਾ ਵਾਸਤੇ ਛਡ ਦਿਉ ਇਸੇ ਵਿੱਚ ਸਾਰੀ ਦੁਨੀਆਂ ਦਾ ਭਲਾ ਹੈ ਇਹੀ ਪੈਸਾ ਗਰੀਬਾਂ ਲੋੜਵੰਦਾਂ ਵਾਸਤੇ ਰੋਟੀ ਕਪੜਾ ਦਵਾਈਆਂ ਨੌਕਰੀ ਤੇ ਖਰਚ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ ਇਜਤ ਜਿੰਦਗੀ ਧਰਮ ਤੇ ਸਮਾਂ ਬਹੁਤ ਕੀਮਤੀ ਹੁੰਦੇ ਹਨ ਆਪਣਾ ਜੀਵਨ ਕਰੈਕਟਰ ਉੱਚਾ ਸੁੱਚਾ ਤੇ ਪਵਿੱਤਰ ਰੱਖੋ,Neutral
"ਅਨਮੋਲ ਵੀਰ ਤੁਸੀਂ ਬਹੁਤ ਗਰੀਬ ਲੋਕਾਂ ਦੀ ਮੱਦਦਤ ਕਰਦੇ ਹੋ ਛੋਟੇ ਵੀਰ ਇਸ ਤਰ੍ਹਾਂ ਦੇ ਕੇਸ ਜੋਂ, ਗਲਤ ਤਰੀਕੇ ਨਾਲ ਮੁੰਡੇ ਕੁੜੀਆਂ ਆਪਣੀਆਂ ਜ਼ਿੰਦਗੀਆਂ ਖ਼ਰਾਬ ਕਰ ਲੈਂਦੇ ਹਨ ਵੀਰ ਜੀ ਜੋਂ ਲੋਕ ਬੀਮਾਰ ਹਨ ਉਨ੍ਹਾਂ ਦਾ ਇਲਾਜ ਕਰਵਾਉਂਦੇ ਹੋ ਵੀਰ ਜੀ ਧੰਨਵਾਦ ਬਹਾਦੁਰ ਸਿੰਘ ਸਿੱਧੂ ਲੇਲੇਵਾਲਾ ਤਲਵੰਡੀ ਸਾਬੋ",Blessing
